"","subitem","subject","item","word.type","seconds","unique.id","word","freq","len.char","len.phon","len.syll","related","integrated","plausibility","association","maincode","dysfluency"
"5802","59-2",59,2,"N2",1.067009834,"59-2-N2","figurine",1.1761,8,8,3,2.25,3.42,6.45,0,"C",""
"5803","59-2",59,2,"sil_N2C1",0.446193254,"59-2-sil_N2C1"," ",0,1,NA,NA,2.25,3.42,6.45,0,"C",""
"5804","59-2",59,2,"C1",0.425427508,"59-2-C1","was",5.46,3,NA,NA,2.25,3.42,6.45,0,"C",""
"5805","59-2",59,2,"C2",0.273135737,"59-2-C2","of",5.7712,2,NA,NA,2.25,3.42,6.45,0,"C",""
"5806","59-2",59,2,"C3",0.189455323,"59-2-C3","my",5.5377,2,NA,NA,2.25,3.42,6.45,0,"C",""
"5807","59-20",59,20,"sil_#",0.53191277,"59-20-sil_#"," ",0,1,NA,NA,5.75,4.5,4.83,0,"U",""
"5808","59-20",59,20,"D1",0.099729147,"59-20-D1","the",6.1766,3,2,1,5.75,4.5,4.83,0,"U",""
"5809","59-20",59,20,"N1",0.40604013,"59-20-N1","hydrant",1.7243,7,8,2,5.75,4.5,4.83,0,"U",""
"5810","59-20",59,20,"P1",0.232290509,"59-20-P1","near",3.6273,4,3,1,5.75,4.5,4.83,0,"U",""
"5811","59-20",59,20,"D2",0.099859138,"59-20-D2","the",6.1766,3,2,1,5.75,4.5,4.83,0,"U",""
"5812","59-20",59,20,"A1",0.270049296,"59-20-A1","bent",2.567,4,4,1,5.75,4.5,4.83,0,"U",""
"5813","59-20",59,20,"N2",0.671757156,"59-20-N2","hose",2.6149,4,3,1,5.75,4.5,4.83,0,"U",""
"5814","59-20",59,20,"sil_N2C1",1.128292283,"59-20-sil_N2C1"," ",0,1,NA,NA,5.75,4.5,4.83,0,"U",""
"5815","59-20",59,20,"C1",0.4182834,"59-20-C1","released",2.946,8,NA,NA,5.75,4.5,4.83,0,"U",""
"5816","59-20",59,20,"C2",0.744421115,"59-20-C2","water",4.0599,5,NA,NA,5.75,4.5,4.83,0,"U",""
"5817","59-20",59,20,"sil_C2C3",1.048171274,"59-20-sil_C2C3"," ",0,1,NA,NA,5.75,4.5,4.83,0,"U",""
"5818","59-20",59,20,"C3",1.404265379,"59-20-C3","very",4.8014,4,NA,NA,5.75,4.5,4.83,0,"U",""
"5819","59-21",59,21,"sil_#",0.619603349,"59-21-sil_#"," ",0,1,NA,NA,6.67,4.67,4.18,0,"C","D"
"5820","59-21",59,21,"D1",0.10855158,"59-21-D1","the",6.1766,3,2,1,6.67,4.67,4.18,0,"C","D"
"5821","59-21",59,21,"N1",0.524938752,"59-21-N1","guitar",2.9009,6,5,2,6.67,4.67,4.18,0,"C","D"
"5822","59-21",59,21,"P1",0.37181298,"59-21-P1","near",3.6273,4,3,1,6.67,4.67,4.18,0,"C","D"
"5823","59-21",59,21,"sil_P1D2",0.329289519,"59-21-sil_P1D2"," ",0,1,NA,NA,6.67,4.67,4.18,0,"C","D"
"5824","59-21",59,21,"D2",0.089028309,"59-21-D2","the",6.1766,3,2,1,6.67,4.67,4.18,0,"C","D"
"5825","59-21",59,21,"A1",0.45257067,"59-21-A1","faulty",1.9243,6,5,2,6.67,4.67,4.18,0,"C","D"
"5826","59-21",59,21,"N2",0.881736803,"59-21-N2","string",2.8109,6,5,1,6.67,4.67,4.18,0,"C","D"
"5827","59-21",59,21,"sil_N2C1",4.339467042,"59-21-sil_N2C1"," ",0,1,NA,NA,6.67,4.67,4.18,0,"C","D"
"5828","59-21",59,21,"C1",0.21473052,"59-21-C1","was",5.46,3,NA,NA,6.67,4.67,4.18,0,"C","D"
"5829","59-21",59,21,"C2",0.684203679,"59-21-C2","broken",3.5605,6,NA,NA,6.67,4.67,4.18,0,"C","D"
"5830","59-22",59,22,"sil_#",0.536990125,"59-22-sil_#"," ",0,1,NA,NA,4.17,4.83,5.17,0,"U",""
"5831","59-22",59,22,"D1",0.069881472,"59-22-D1","the",6.1766,3,2,1,4.17,4.83,5.17,0,"U",""
"5832","59-22",59,22,"N1",0.315889022,"59-22-N1","trainer",2.4548,7,6,2,4.17,4.83,5.17,0,"U",""
"5833","59-22",59,22,"P1",0.145322361,"59-22-P1","for",5.5461,3,3,1,4.17,4.83,5.17,0,"U",""
"5834","59-22",59,22,"D2",0.136294094,"59-22-D2","the",6.1766,3,2,1,4.17,4.83,5.17,0,"U",""
"5835","59-22",59,22,"A1",0.58714236,"59-22-A1","confident",2.7356,9,9,3,4.17,4.83,5.17,0,"U",""
"5836","59-22",59,22,"N2",0.890562832,"59-22-N2","actors",2.8096,6,6,2,4.17,4.83,5.17,0,"U",""
"5837","59-22",59,22,"C1",0.228770043,"59-22-C1","didn't",0,6,NA,NA,4.17,4.83,5.17,0,"U",""
"5838","59-22",59,22,"C2",0.168351939,"59-22-C2","even",4.65,4,NA,NA,4.17,4.83,5.17,0,"U",""
"5839","59-22",59,22,"C3",0.182959769,"59-22-C3","have",5.4973,4,NA,NA,4.17,4.83,5.17,0,"U",""
"5840","59-23",59,23,"sil_#",0.471472162,"59-23-sil_#"," ",0,1,NA,NA,1.58,2.67,3.67,0,"C",""
"5841","59-23",59,23,"D1",0.072198359,"59-23-D1","the",6.1766,3,2,1,1.58,2.67,3.67,0,"C",""
"5842","59-23",59,23,"N1",0.430294162,"59-23-N1","canoe",2.2625,5,4,2,1.58,2.67,3.67,0,"C",""
"5843","59-23",59,23,"P1",0.208168028,"59-23-P1","with",5.4107,4,3,1,1.58,2.67,3.67,0,"C",""
"5844","59-23",59,23,"D2",0.090260094,"59-23-D2","the",6.1766,3,2,1,1.58,2.67,3.67,0,"C",""
"5845","59-23",59,23,"A1",0.378273152,"59-23-A1","weathered",1.2553,9,5,2,1.58,2.67,3.67,0,"C",""
"5846","59-23",59,23,"N2",0.943632911,"59-23-N2","flags",2.2455,5,5,1,1.58,2.67,3.67,0,"C",""
"5847","59-23",59,23,"sil_N2C1",0.454105876,"59-23-sil_N2C1"," ",0,1,NA,NA,1.58,2.67,3.67,0,"C",""
"5848","59-23",59,23,"C1",0.451370724,"59-23-C1","was",5.46,3,NA,NA,1.58,2.67,3.67,0,"C",""
"5849","59-23",59,23,"C2",0.635005935,"59-23-C2","used",4.2443,4,NA,NA,1.58,2.67,3.67,0,"C",""
"5850","59-23",59,23,"sil_C2C3",0.122037799,"59-23-sil_C2C3"," ",0,1,NA,NA,1.58,2.67,3.67,0,"C",""
"5851","59-23",59,23,"C3",0.23918123,"59-23-C3","in",5.6976,2,NA,NA,1.58,2.67,3.67,0,"C",""
"5852","59-24",59,24,"sil_#",1.642518518,"59-24-sil_#"," ",0,1,NA,NA,3.92,5.42,5.92,0,"C",""
"5853","59-24",59,24,"D1",0.083696265,"59-24-D1","the",6.1766,3,2,1,3.92,5.42,5.92,0,"C",""
"5854","59-24",59,24,"N1",0.327125522,"59-24-N1","camera",3.4636,6,6,3,3.92,5.42,5.92,0,"C",""
"5855","59-24",59,24,"P1",0.162758418,"59-24-P1","with",5.4107,4,3,1,3.92,5.42,5.92,0,"C",""
"5856","59-24",59,24,"D2",0.071713916,"59-24-D2","the",6.1766,3,2,1,3.92,5.42,5.92,0,"C",""
"5857","59-24",59,24,"A1",0.44696936,"59-24-A1","special",3.8796,7,6,2,3.92,5.42,5.92,0,"C",""
"5858","59-24",59,24,"N2",0.884015646,"59-24-N2","manuals",1.5051,7,8,3,3.92,5.42,5.92,0,"C",""
"5859","59-24",59,24,"C1",0.155344101,"59-24-C1","was",5.46,3,NA,NA,3.92,5.42,5.92,0,"C",""
"5860","59-24",59,24,"C2",0.271932437,"59-24-C2","never",4.8419,5,NA,NA,3.92,5.42,5.92,0,"C",""
"5861","59-24",59,24,"C3",0.400504949,"59-24-C3","used",4.2443,4,NA,NA,3.92,5.42,5.92,0,"C",""
"5862","59-4",59,4,"sil_#",1.015909658,"59-4-sil_#"," ",0,1,NA,NA,6.64,6.58,6.67,0,"U",""
"5863","59-4",59,4,"D1",0.131917691,"59-4-D1","the",6.1766,3,2,1,6.64,6.58,6.67,0,"U",""
"5864","59-4",59,4,"N1",0.310758336,"59-4-N1","coach",3.3856,5,4,1,6.64,6.58,6.67,0,"U",""
"5865","59-4",59,4,"P1",0.14762091,"59-4-P1","for",5.5461,3,3,1,6.64,6.58,6.67,0,"U",""
"5866","59-4",59,4,"D2",0.088435726,"59-4-D2","the",6.1766,3,2,1,6.64,6.58,6.67,0,"U",""
"5867","59-4",59,4,"A1",0.61672904,"59-4-A1","disciplined",1.9494,11,9,3,6.64,6.58,6.67,0,"U",""
"5868","59-4",59,4,"N2",0.861132811,"59-4-N2","athletes",2.1987,8,6,2,6.64,6.58,6.67,0,"U",""
"5869","59-4",59,4,"sil_N2C1",1.500387858,"59-4-sil_N2C1"," ",0,1,NA,NA,6.64,6.58,6.67,0,"U",""
"5870","59-4",59,4,"C1",0.497661835,"59-4-C1","spit",2.9948,4,NA,NA,6.64,6.58,6.67,0,"U",""
"5871","59-4",59,4,"sil_C1C2",0.157672816,"59-4-sil_C1C2"," ",0,1,NA,NA,6.64,6.58,6.67,0,"U",""
"5872","59-4",59,4,"C2",0.107325991,"59-4-C2","a",6.0175,1,NA,NA,6.64,6.58,6.67,0,"U",""
"5873","59-4",59,4,"C3",0.261242214,"59-4-C3","lot",4.4634,3,NA,NA,6.64,6.58,6.67,0,"U",""
"5874","59-5",59,5,"sil_#",2.039531169,"59-5-sil_#"," ",0,1,NA,NA,5.55,6.17,5.92,0,"U",""
"5875","59-5",59,5,"D1",0.121716731,"59-5-D1","the",6.1766,3,2,1,5.55,6.17,5.92,0,"U",""
"5876","59-5",59,5,"N1",0.172803769,"59-5-N1","tent",2.9509,4,4,1,5.55,6.17,5.92,0,"U",""
"5877","59-5",59,5,"P1",0.1837842,"59-5-P1","with",5.4107,4,3,1,5.55,6.17,5.92,0,"U",""
"5878","59-5",59,5,"D2",0.089150557,"59-5-D2","the",6.1766,3,2,1,5.55,6.17,5.92,0,"U",""
"5879","59-5",59,5,"A1",0.471551566,"59-5-A1","sturdy",1.9395,6,6,2,5.55,6.17,5.92,0,"U",""
"5880","59-5",59,5,"N2",0.74838852,"59-5-N2","poles",2.0453,5,4,1,5.55,6.17,5.92,0,"U",""
"5881","59-5",59,5,"sil_N2C1",0.474736601,"59-5-sil_N2C1"," ",0,1,NA,NA,5.55,6.17,5.92,0,"U",""
"5882","59-5",59,5,"C1",0.118314636,"59-5-C1","could",4.9197,5,NA,NA,5.55,6.17,5.92,0,"U",""
"5883","59-5",59,5,"C2",0.583595432,"59-5-C2","support",3.413,7,NA,NA,5.55,6.17,5.92,0,"U",""
"5884","59-5",59,5,"C3",0.565453114,"59-5-C3","fifteen",0,7,NA,NA,5.55,6.17,5.92,0,"U",""
"5885","59-5",59,5,"C4",0.491007019,"59-5-C4","people",4.7501,6,NA,NA,5.55,6.17,5.92,0,"U",""
"5886","59-6",59,6,"sil_#",1.193075516,"59-6-sil_#"," ",0,1,NA,NA,6,5.83,5.36,0,"C",""
"5887","59-6",59,6,"D1",0.11172685,"59-6-D1","the",6.1766,3,2,1,6,5.83,5.36,0,"C",""
"5888","59-6",59,6,"N1",0.480005265,"59-6-N1","dam",2.4683,3,3,1,6,5.83,5.36,0,"C",""
"5889","59-6",59,6,"P1",0.192466678,"59-6-P1","for",5.5461,3,3,1,6,5.83,5.36,0,"C",""
"5890","59-6",59,6,"D2",0.081618591,"59-6-D2","the",6.1766,3,2,1,6,5.83,5.36,0,"C",""
"5891","59-6",59,6,"A1",0.380849797,"59-6-A1","murky",1.5051,5,5,2,6,5.83,5.36,0,"C",""
"5892","59-6",59,6,"N2",0.936848981,"59-6-N2","rivers",0,6,6,2,6,5.83,5.36,0,"C",""
"5893","59-6",59,6,"sil_N2C1",0.116757029,"59-6-sil_N2C1"," ",0,1,NA,NA,6,5.83,5.36,0,"C",""
"5894","59-6",59,6,"C1",0.986956675,"59-6-C1","was",5.46,3,NA,NA,6,5.83,5.36,0,"C",""
"5895","59-6",59,6,"sil_C1C2",0.754070462,"59-6-sil_C1C2"," ",0,1,NA,NA,6,5.83,5.36,0,"C",""
"5896","59-6",59,6,"C2",0.491522879,"59-6-C2","running",3.9061,7,NA,NA,6,5.83,5.36,0,"C",""
"5897","59-6",59,6,"C3",0.862982487,"59-6-C3","efficiently",1.5315,11,NA,NA,6,5.83,5.36,0,"C",""
"5898","59-6",59,6,"C4",0.420813558,"59-6-C4","and",5.8343,3,NA,NA,6,5.83,5.36,0,"C",""
"5899","59-7",59,7,"sil_#",1.847361141,"59-7-sil_#"," ",0,1,NA,NA,5.92,6.58,6.67,0.64,"U",""
"5900","59-7",59,7,"D1",0.062913893,"59-7-D1","the",6.1766,3,2,1,5.92,6.58,6.67,0.64,"U",""
"5901","59-7",59,7,"N1",0.393484441,"59-7-N1","necklace",2.6972,8,6,2,5.92,6.58,6.67,0.64,"U",""
"5902","59-7",59,7,"P1",0.146108137,"59-7-P1","with",5.4107,4,3,1,5.92,6.58,6.67,0.64,"U",""
"5903","59-7",59,7,"D2",0.123629962,"59-7-D2","the",6.1766,3,2,1,5.92,6.58,6.67,0.64,"U",""
"5904","59-7",59,7,"A1",0.439193052,"59-7-A1","colorful",2.2148,8,8,3,5.92,6.58,6.67,0.64,"U",""
"5905","59-7",59,7,"N2",0.602371111,"59-7-N2","diamond",3.0228,7,6,2,5.92,6.58,6.67,0.64,"U",""
"5906","59-7",59,7,"C1",0.342663162,"59-7-C1","cost",3.4475,4,NA,NA,5.92,6.58,6.67,0.64,"U",""
"5907","59-7",59,7,"C2",0.250711877,"59-7-C2","over",4.8292,4,NA,NA,5.92,6.58,6.67,0.64,"U",""
"5908","59-7",59,7,"C3",0.393990725,"59-7-C3","three",4.4418,5,NA,NA,5.92,6.58,6.67,0.64,"U",""
"5909","59-8",59,8,"sil_#",0.71585589,"59-8-sil_#"," ",0,1,NA,NA,6,6.58,6,0,"U",""
"5910","59-8",59,8,"D1",0.06394113,"59-8-D1","the",6.1766,3,2,1,6,6.58,6,0,"U",""
"5911","59-8",59,8,"N1",0.51026233,"59-8-N1","fortress",2.238,8,7,2,6,6.58,6,0,"U",""
"5912","59-8",59,8,"P1",0.128520756,"59-8-P1","with",5.4107,4,3,1,6,6.58,6,0,"U",""
"5913","59-8",59,8,"D2",0.138426632,"59-8-D2","the",6.1766,3,2,1,6,6.58,6,0,"U",""
"5914","59-8",59,8,"A1",0.454945277,"59-8-A1","ancient",3.0438,7,6,2,6,6.58,6,0,"U",""
"5915","59-8",59,8,"N2",0.694915931,"59-8-N2","wall",3.557,4,3,1,6,6.58,6,0,"U",""
"5916","59-8",59,8,"C1",0.205846854,"59-8-C1","had",4.9318,3,NA,NA,6,6.58,6,0,"U",""
"5917","59-8",59,8,"C2",0.355286776,"59-8-C2","many",4.2632,4,NA,NA,6,6.58,6,0,"U",""
"5918","59-8",59,8,"C3",0.421952123,"59-8-C3","cracks",2.4014,6,NA,NA,6,6.58,6,0,"U",""
"5919","63-1",63,1,"sil_#",0.398763259,"63-1-sil_#"," ",0,1,NA,NA,3.17,2.17,5.67,0,"C",""
"5920","63-1",63,1,"D1",0.078876254,"63-1-D1","the",6.1766,3,2,1,3.17,2.17,5.67,0,"C",""
"5921","63-1",63,1,"N1",0.401416363,"63-1-N1","envelope",2.711,8,7,3,3.17,2.17,5.67,0,"C",""
"5922","63-1",63,1,"P1",0.130198396,"63-1-P1","by",4.8348,2,2,1,3.17,2.17,5.67,0,"C",""
"5923","63-1",63,1,"D2",0.061881328,"63-1-D2","the",6.1766,3,2,1,3.17,2.17,5.67,0,"C",""
"5924","63-1",63,1,"A1",0.292018189,"63-1-A1","photo",3.0667,5,4,2,3.17,2.17,5.67,0,"C",""
"5925","63-1",63,1,"N2",0.520400397,"63-1-N2","album",2.7185,5,5,2,3.17,2.17,5.67,0,"C",""
"5926","63-1",63,1,"sil_N2C1",0.271185819,"63-1-sil_N2C1"," ",0,1,NA,NA,3.17,2.17,5.67,0,"C",""
"5927","63-1",63,1,"C1",0.327031101,"63-1-C1","was",5.46,3,NA,NA,3.17,2.17,5.67,0,"C",""
"5928","63-1",63,1,"C2",0.362888422,"63-1-C2","open",4.2133,4,NA,NA,3.17,2.17,5.67,0,"C",""
"5929","63-10",63,10,"sil_#",0.568264752,"63-10-sil_#"," ",0,1,NA,NA,1.25,3,4.08,0,"C",""
"5930","63-10",63,10,"D1",0.063518466,"63-10-D1","the",6.1766,3,2,1,1.25,3,4.08,0,"C",""
"5931","63-10",63,10,"N1",0.237124691,"63-10-N1","vase",2.2945,4,3,1,1.25,3,4.08,0,"C",""
"5932","63-10",63,10,"P1",0.117133938,"63-10-P1","with",5.4107,4,3,1,1.25,3,4.08,0,"C",""
"5933","63-10",63,10,"D2",0.069421367,"63-10-D2","the",6.1766,3,2,1,1.25,3,4.08,0,"C",""
"5934","63-10",63,10,"A1",0.348392323,"63-10-A1","vibrant",1.7243,7,7,2,1.25,3,4.08,0,"C",""
"5935","63-10",63,10,"N2",0.3067688,"63-10-N2","covers",2.6803,6,6,2,1.25,3,4.08,0,"C",""
"5936","63-10",63,10,"C1",0.329818879,"63-10-C1","was",5.46,3,NA,NA,1.25,3,4.08,0,"C",""
"5937","63-10",63,10,"sil_C1C2",0.273065638,"63-10-sil_C1C2"," ",0,1,NA,NA,1.25,3,4.08,0,"C",""
"5938","63-10",63,10,"C2",0.290070787,"63-10-C2","pleasant",3.0306,8,NA,NA,1.25,3,4.08,0,"C",""
"5939","63-10",63,10,"C3",0.077277698,"63-10-C3","to",6.0632,100,NA,NA,1.25,3,4.08,0,"C",""
"5940","63-11",63,11,"sil_#",0.605919426,"63-11-sil_#"," ",0,1,NA,NA,3.38,3.88,3.33,0,"C",""
"5941","63-11",63,11,"D1",0.051251,"63-11-D1","the",6.1766,3,2,1,3.38,3.88,3.33,0,"C",""
"5942","63-11",63,11,"N1",0.318783116,"63-11-N1","banana",2.7388,6,6,3,3.38,3.88,3.33,0,"C",""
"5943","63-11",63,11,"P1",0.116709839,"63-11-P1","for",5.5461,3,3,1,3.38,3.88,3.33,0,"C",""
"5944","63-11",63,11,"D2",0.125519625,"63-11-D2","the",6.1766,3,2,1,3.38,3.88,3.33,0,"C",""
"5945","63-11",63,11,"A1",0.360726941,"63-11-A1","popular",3.0711,7,8,3,3.38,3.88,3.33,0,"C",""
"5946","63-11",63,11,"N2",0.790180219,"63-11-N2","sandwiches",2.6911,10,9,3,3.38,3.88,3.33,0,"C",""
"5947","63-11",63,11,"sil_N2C1",0.456312976,"63-11-sil_N2C1"," ",0,1,NA,NA,3.38,3.88,3.33,0,"C",""
"5948","63-11",63,11,"C1",0.325935343,"63-11-C1","was",5.46,3,NA,NA,3.38,3.88,3.33,0,"C",""
"5949","63-11",63,11,"C2",0.407727659,"63-11-C2","rotten",2.9504,6,NA,NA,3.38,3.88,3.33,0,"C",""
"5950","63-12",63,12,"sil_#",0.637842822,"63-12-sil_#"," ",0,1,NA,NA,2.42,3.75,5.25,0,"C",""
"5951","63-12",63,12,"D1",0.077823141,"63-12-D1","the",6.1766,3,2,1,2.42,3.75,5.25,0,"C",""
"5952","63-12",63,12,"N1",0.479764922,"63-12-N1","bodyguard",2.4669,9,8,3,2.42,3.75,5.25,0,"C",""
"5953","63-12",63,12,"P1",0.155209929,"63-12-P1","for",5.5461,3,3,1,2.42,3.75,5.25,0,"C",""
"5954","63-12",63,12,"D2",0.123790358,"63-12-D2","the",6.1766,3,2,1,2.42,3.75,5.25,0,"C",""
"5955","63-12",63,12,"A1",0.471197864,"63-12-A1","nervous",3.5348,7,6,2,2.42,3.75,5.25,0,"C",""
"5956","63-12",63,12,"N2",0.600685567,"63-12-N2","jewelers",1.3424,8,8,3,2.42,3.75,5.25,0,"C",""
"5957","63-12",63,12,"sil_N2C1",0.089749881,"63-12-sil_N2C1"," ",0,1,NA,NA,2.42,3.75,5.25,0,"C",""
"5958","63-12",63,12,"C1",0.233410441,"63-12-C1","was",5.46,3,NA,NA,2.42,3.75,5.25,0,"C",""
"5959","63-12",63,12,"C2",0.395775163,"63-12-C2","tough",3.6644,5,NA,NA,2.42,3.75,5.25,0,"C",""
"5960","63-13",63,13,"sil_#",0.691475411,"63-13-sil_#"," ",0,1,NA,NA,4.58,4.83,6.33,0,"C",""
"5961","63-13",63,13,"D1",0.059776534,"63-13-D1","the",6.1766,3,2,1,4.58,4.83,6.33,0,"C",""
"5962","63-13",63,13,"N1",0.438193958,"63-13-N1","bicycle",2.5289,7,8,3,4.58,4.83,6.33,0,"C",""
"5963","63-13",63,13,"P1",0.142855784,"63-13-P1","with",5.4107,4,3,1,4.58,4.83,6.33,0,"C",""
"5964","63-13",63,13,"D2",0.070162793,"63-13-D2","the",6.1766,3,2,1,4.58,4.83,6.33,0,"C",""
"5965","63-13",63,13,"A1",0.229697832,"63-13-A1","warped",1.9243,6,4,1,4.58,4.83,6.33,0,"C",""
"5966","63-13",63,13,"N2",0.54504903,"63-13-N2","basket",2.828,6,6,2,4.58,4.83,6.33,0,"C",""
"5967","63-13",63,13,"C1",0.178983872,"63-13-C1","was",5.46,3,NA,NA,4.58,4.83,6.33,0,"C",""
"5968","63-13",63,13,"C2",0.458849564,"63-13-C2","broken",3.5605,6,NA,NA,4.58,4.83,6.33,0,"C",""
"5969","63-14",63,14,"sil_#",0.545170269,"63-14-sil_#"," ",0,1,NA,NA,2.83,3.92,5.92,0,"U",""
"5970","63-14",63,14,"D1",0.120828614,"63-14-D1","the",6.1766,3,2,1,2.83,3.92,5.92,0,"U",""
"5971","63-14",63,14,"N1",0.294605181,"63-14-N1","caddy",2.1644,5,4,2,2.83,3.92,5.92,0,"U",""
"5972","63-14",63,14,"P1",0.159288573,"63-14-P1","for",5.5461,3,3,1,2.83,3.92,5.92,0,"U",""
"5973","63-14",63,14,"D2",0.104431594,"63-14-D2","the",6.1766,3,2,1,2.83,3.92,5.92,0,"U",""
"5974","63-14",63,14,"A1",0.502282949,"63-14-A1","charismatic",1.6232,11,10,4,2.83,3.92,5.92,0,"U",""
"5975","63-14",63,14,"N2",0.598304624,"63-14-N2","celebrity",2.5717,9,9,4,2.83,3.92,5.92,0,"U",""
"5976","63-14",63,14,"sil_N2C1",0.804016586,"63-14-sil_N2C1"," ",0,1,NA,NA,2.83,3.92,5.92,0,"U",""
"5977","63-14",63,14,"C1",0.221863102,"63-14-C1","got",5.2269,3,NA,NA,2.83,3.92,5.92,0,"U",""
"5978","63-14",63,14,"C2",0.170183306,"63-14-C2","some",4.9449,4,NA,NA,2.83,3.92,5.92,0,"U",""
"5979","63-14",63,14,"C3",0.322990215,"63-14-C3","money",4.5143,5,NA,NA,2.83,3.92,5.92,0,"U",""
"5980","63-15",63,15,"sil_#",0.384892122,"63-15-sil_#"," ",0,1,NA,NA,2.5,3.67,5.75,0,"C",""
"5981","63-15",63,15,"D1",0.06102613,"63-15-D1","the",6.1766,3,2,1,2.5,3.67,5.75,0,"C",""
"5982","63-15",63,15,"N1",0.3095577,"63-15-N1","church",3.5507,6,6,1,2.5,3.67,5.75,0,"C",""
"5983","63-15",63,15,"P1",0.11932595,"63-15-P1","with",5.4107,4,3,1,2.5,3.67,5.75,0,"C",""
"5984","63-15",63,15,"D2",0.064299994,"63-15-D2","the",6.1766,3,2,1,2.5,3.67,5.75,0,"C",""
"5985","63-15",63,15,"A1",0.333040716,"63-15-A1","giant",3.1402,5,5,2,2.5,3.67,5.75,0,"C",""
"5986","63-15",63,15,"N2",0.612111034,"63-15-N2","driveway",2.5366,8,6,2,2.5,3.67,5.75,0,"C",""
"5987","63-15",63,15,"sil_N2C1",0.460091399,"63-15-sil_N2C1"," ",0,1,NA,NA,2.5,3.67,5.75,0,"C",""
"5988","63-15",63,15,"C1",0.477073934,"63-15-C1","was",5.46,3,NA,NA,2.5,3.67,5.75,0,"C",""
"5989","63-15",63,15,"sil_C1C2",0.04008391,"63-15-sil_C1C2"," ",0,1,NA,NA,2.5,3.67,5.75,0,"C",""
"5990","63-15",63,15,"C2",0.486863978,"63-15-C2","deserted",2.4425,8,NA,NA,2.5,3.67,5.75,0,"C",""
"5991","63-17",63,17,"sil_#",0.863597896,"63-17-sil_#"," ",0,1,NA,NA,6.75,6,5.5,0,"C",""
"5992","63-17",63,17,"D1",0.074577429,"63-17-D1","the",6.1766,3,2,1,6.75,6,5.5,0,"C",""
"5993","63-17",63,17,"N1",0.32809786,"63-17-N1","waitress",2.7701,8,6,2,6.75,6,5.5,0,"C",""
"5994","63-17",63,17,"P1",0.118333146,"63-17-P1","for",5.5461,3,3,1,6.75,6,5.5,0,"C",""
"5995","63-17",63,17,"D2",0.120295005,"63-17-D2","the",6.1766,3,2,1,6.75,6,5.5,0,"C",""
"5996","63-17",63,17,"A1",0.458161365,"63-17-A1","impatient",2.316,9,8,3,6.75,6,5.5,0,"C",""
"5997","63-17",63,17,"N2",0.597132146,"63-17-N2","diners",1.6232,6,6,2,6.75,6,5.5,0,"C",""
"5998","63-17",63,17,"sil_N2C1",0.191574765,"63-17-sil_N2C1"," ",0,1,NA,NA,6.75,6,5.5,0,"C",""
"5999","63-17",63,17,"C1",0.118143195,"63-17-C1","was",5.46,3,NA,NA,6.75,6,5.5,0,"C",""
"6000","63-17",63,17,"C2",0.479826431,"63-17-C2","unhappy",2.9263,7,NA,NA,6.75,6,5.5,0,"C",""
"6001","63-18",63,18,"sil_#",0.395879939,"63-18-sil_#"," ",0,1,NA,NA,6.5,6,5.42,0.32,"P",""
"6002","63-18",63,18,"D1",0.114504422,"63-18-D1","the",6.1766,3,2,1,6.5,6,5.42,0.32,"P",""
"6003","63-18",63,18,"N1",0.254957147,"63-18-N1","table",3.7314,5,5,2,6.5,6,5.42,0.32,"P",""
"6004","63-18",63,18,"P1",0.139626828,"63-18-P1","for",5.5461,3,3,1,6.5,6,5.42,0.32,"P",""
"6005","63-18",63,18,"D2",0.109755338,"63-18-D2","the",6.1766,3,2,1,6.5,6,5.42,0.32,"P",""
"6006","63-18",63,18,"A1",0.399952469,"63-18-A1","antique",2.4914,7,5,2,6.5,6,5.42,0.32,"P",""
"6007","63-18",63,18,"N2",0.346969628,"63-18-N2","chairs",2.7033,6,5,1,6.5,6,5.42,0.32,"P",""
"6008","63-18",63,18,"C1",0.165912599,"63-18-C1","was",5.46,3,NA,NA,6.5,6,5.42,0.32,"P",""
"6009","63-18",63,18,"C2",0.310270244,"63-18-C2","also",4.0224,4,NA,NA,6.5,6,5.42,0.32,"P",""
"6010","63-18",63,18,"C3",0.415815014,"63-18-C3","antique",2.4914,7,NA,NA,6.5,6,5.42,0.32,"P",""
"6011","63-19",63,19,"sil_#",0.682799691,"63-19-sil_#"," ",0,1,NA,NA,5.33,5.58,6.08,0.45,"C",""
"6012","63-19",63,19,"D1",0.064418519,"63-19-D1","the",6.1766,3,2,1,5.33,5.58,6.08,0.45,"C",""
"6013","63-19",63,19,"N1",0.29335468,"63-19-N1","resort",2.5478,6,6,2,5.33,5.58,6.08,0.45,"C",""
"6014","63-19",63,19,"P1",0.15107766,"63-19-P1","with",5.4107,4,3,1,5.33,5.58,6.08,0.45,"C",""
"6015","63-19",63,19,"D2",0.075500635,"63-19-D2","the",6.1766,3,2,1,5.33,5.58,6.08,0.45,"C",""
"6016","63-19",63,19,"A1",0.589602868,"63-19-A1","elongated",1.2304,9,9,4,5.33,5.58,6.08,0.45,"C",""
"6017","63-19",63,19,"N2",0.349965595,"63-19-N2","pool",3.3797,4,3,1,5.33,5.58,6.08,0.45,"C",""
"6018","63-19",63,19,"sil_N2C1",0.43763787,"63-19-sil_N2C1"," ",0,1,NA,NA,5.33,5.58,6.08,0.45,"C",""
