"","subitem","subject","item","word.type","seconds","unique.id","word","freq","len.char","len.phon","len.syll","related","integrated","plausibility","association","maincode","dysfluency"
"1462","155-24",155,24,"C3",0.117080447,"155-24-C3","to",6.0632,100,NA,NA,3.92,5.42,5.92,0,"C",""
"1463","155-24",155,24,"C4",0.524461459,"155-24-C4","use",4.244,3,NA,NA,3.92,5.42,5.92,0,"C",""
"1464","155-3",155,3,"sil_#",0.697202104,"155-3-sil_#"," ",0,1,NA,NA,5.08,4.92,4.92,0,"C",""
"1465","155-3",155,3,"D1",0.085252137,"155-3-D1","the",6.1766,3,2,1,5.08,4.92,4.92,0,"C",""
"1466","155-3",155,3,"N1",0.325768534,"155-3-N1","hammer",2.8041,6,5,2,5.08,4.92,4.92,0,"C",""
"1467","155-3",155,3,"P1",0.171305897,"155-3-P1","for",5.5461,3,3,1,5.08,4.92,4.92,0,"C",""
"1468","155-3",155,3,"D2",0.102905258,"155-3-D2","the",6.1766,3,2,1,5.08,4.92,4.92,0,"C",""
"1469","155-3",155,3,"A1",0.355893998,"155-3-A1","rigid",1.9823,5,5,2,5.08,4.92,4.92,0,"C",""
"1470","155-3",155,3,"N2",0.334740408,"155-3-N2","peg",0,3,3,1,5.08,4.92,4.92,0,"C",""
"1471","155-3",155,3,"C1",0.14552389,"155-3-C1","was",5.46,3,NA,NA,5.08,4.92,4.92,0,"C",""
"1472","155-3",155,3,"C2",0.466033437,"155-3-C2","broken",3.5605,6,NA,NA,5.08,4.92,4.92,0,"C",""
"1473","155-4",155,4,"sil_#",0.597606791,"155-4-sil_#"," ",0,1,NA,NA,6.64,6.58,6.67,0,"C",""
"1474","155-4",155,4,"D1",0.110266398,"155-4-D1","the",6.1766,3,2,1,6.64,6.58,6.67,0,"C",""
"1475","155-4",155,4,"N1",0.220936075,"155-4-N1","coach",3.3856,5,4,1,6.64,6.58,6.67,0,"C",""
"1476","155-4",155,4,"P1",0.111477818,"155-4-P1","for",5.5461,3,3,1,6.64,6.58,6.67,0,"C",""
"1477","155-4",155,4,"D2",0.079899447,"155-4-D2","the",6.1766,3,2,1,6.64,6.58,6.67,0,"C",""
"1478","155-4",155,4,"A1",0.479519174,"155-4-A1","disciplined",1.9494,11,9,3,6.64,6.58,6.67,0,"C",""
"1479","155-4",155,4,"N2",0.537967955,"155-4-N2","athletes",2.1987,8,6,2,6.64,6.58,6.67,0,"C",""
"1480","155-4",155,4,"C1",0.12957642,"155-4-C1","was",5.46,3,NA,NA,6.64,6.58,6.67,0,"C",""
"1481","155-4",155,4,"C2",0.497844366,"155-4-C2","strict",2.5551,6,NA,NA,6.64,6.58,6.67,0,"C",""
"1482","155-5",155,5,"sil_#",0.658037161,"155-5-sil_#"," ",0,1,NA,NA,5.55,6.17,5.92,0,"U",""
"1483","155-5",155,5,"D1",0.113487969,"155-5-D1","the",6.1766,3,2,1,5.55,6.17,5.92,0,"U",""
"1484","155-5",155,5,"N1",0.248656065,"155-5-N1","tent",2.9509,4,4,1,5.55,6.17,5.92,0,"U",""
"1485","155-5",155,5,"P1",0.105470307,"155-5-P1","with",5.4107,4,3,1,5.55,6.17,5.92,0,"U",""
"1486","155-5",155,5,"D2",0.077772624,"155-5-D2","the",6.1766,3,2,1,5.55,6.17,5.92,0,"U",""
"1487","155-5",155,5,"A1",0.377720985,"155-5-A1","sturdy",1.9395,6,6,2,5.55,6.17,5.92,0,"U",""
"1488","155-5",155,5,"N2",0.268263305,"155-5-N2","poles",2.0453,5,4,1,5.55,6.17,5.92,0,"U",""
"1489","155-5",155,5,"C1",0.643098655,"155-5-C1","collapsed",2.4624,9,NA,NA,5.55,6.17,5.92,0,"U",""
"1490","155-6",155,6,"sil_#",0.524165987,"155-6-sil_#"," ",0,1,NA,NA,6,5.83,5.36,0,"C",""
"1491","155-6",155,6,"D1",0.074525418,"155-6-D1","the",6.1766,3,2,1,6,5.83,5.36,0,"C",""
"1492","155-6",155,6,"N1",0.286234768,"155-6-N1","dam",2.4683,3,3,1,6,5.83,5.36,0,"C",""
"1493","155-6",155,6,"P1",0.12207473,"155-6-P1","for",5.5461,3,3,1,6,5.83,5.36,0,"C",""
"1494","155-6",155,6,"D2",0.080857608,"155-6-D2","the",6.1766,3,2,1,6,5.83,5.36,0,"C",""
"1495","155-6",155,6,"A1",0.352317703,"155-6-A1","murky",1.5051,5,5,2,6,5.83,5.36,0,"C",""
"1496","155-6",155,6,"N2",0.552190024,"155-6-N2","rivers",0,6,6,2,6,5.83,5.36,0,"C",""
"1497","155-6",155,6,"C1",0.142821073,"155-6-C1","was",5.46,3,NA,NA,6,5.83,5.36,0,"C",""
"1498","155-6",155,6,"C2",0.473956762,"155-6-C2","broken",3.5605,6,NA,NA,6,5.83,5.36,0,"C",""
"1499","155-7",155,7,"sil_#",1.042153084,"155-7-sil_#"," ",0,1,NA,NA,5.92,6.58,6.67,0.64,"C",""
"1500","155-7",155,7,"D1",0.065964297,"155-7-D1","the",6.1766,3,2,1,5.92,6.58,6.67,0.64,"C",""
"1501","155-7",155,7,"N1",0.367063179,"155-7-N1","necklace",2.6972,8,6,2,5.92,6.58,6.67,0.64,"C",""
"1502","155-7",155,7,"P1",0.094130499,"155-7-P1","with",5.4107,4,3,1,5.92,6.58,6.67,0.64,"C",""
"1503","155-7",155,7,"D2",0.107760152,"155-7-D2","the",6.1766,3,2,1,5.92,6.58,6.67,0.64,"C",""
"1504","155-7",155,7,"A1",0.444550093,"155-7-A1","colorful",2.2148,8,8,3,5.92,6.58,6.67,0.64,"C",""
"1505","155-7",155,7,"N2",0.39968,"155-7-N2","diamond",3.0228,7,6,2,5.92,6.58,6.67,0.64,"C",""
"1506","155-7",155,7,"C1",0.16672315,"155-7-C1","was",5.46,3,NA,NA,5.92,6.58,6.67,0.64,"C",""
"1507","155-7",155,7,"C2",0.712257439,"155-7-C2","expensive",3.1541,9,NA,NA,5.92,6.58,6.67,0.64,"C",""
"1508","155-8",155,8,"sil_#",0.757466741,"155-8-sil_#"," ",0,1,NA,NA,6,6.58,6,0,"U",""
"1509","155-8",155,8,"D1",0.052248626,"155-8-D1","the",6.1766,3,2,1,6,6.58,6,0,"U",""
"1510","155-8",155,8,"N1",0.474760749,"155-8-N1","fortress",2.238,8,7,2,6,6.58,6,0,"U",""
"1511","155-8",155,8,"P1",0.115003242,"155-8-P1","with",5.4107,4,3,1,6,6.58,6,0,"U",""
"1512","155-8",155,8,"D2",0.088437566,"155-8-D2","the",6.1766,3,2,1,6,6.58,6,0,"U",""
"1513","155-8",155,8,"A1",0.339617075,"155-8-A1","ancient",3.0438,7,6,2,6,6.58,6,0,"U",""
"1514","155-8",155,8,"N2",0.339427044,"155-8-N2","wall",3.557,4,3,1,6,6.58,6,0,"U",""
"1515","155-8",155,8,"C1",0.205885395,"155-8-C1","fell",3.571,4,NA,NA,6,6.58,6,0,"U",""
"1516","155-8",155,8,"C2",0.28964091,"155-8-C2","down",4.8808,4,NA,NA,6,6.58,6,0,"U",""
"1517","155-9",155,9,"sil_#",1.047617241,"155-9-sil_#"," ",0,1,NA,NA,5.75,5.42,5.92,0,"C",""
"1518","155-9",155,9,"D1",0.067936851,"155-9-D1","the",6.1766,3,2,1,5.75,5.42,5.92,0,"C",""
"1519","155-9",155,9,"N1",0.315837185,"155-9-N1","butler",2.7067,6,6,2,5.75,5.42,5.92,0,"C",""
"1520","155-9",155,9,"P1",0.171891567,"155-9-P1","for",5.5461,3,3,1,5.75,5.42,5.92,0,"C",""
"1521","155-9",155,9,"D2",0.070494379,"155-9-D2","the",6.1766,3,2,1,5.75,5.42,5.92,0,"C",""
"1522","155-9",155,9,"A1",0.447967284,"155-9-A1","selfish",2.9096,7,6,2,5.75,5.42,5.92,0,"C",""
"1523","155-9",155,9,"N2",0.660761809,"155-9-N2","millionaire",2.4654,11,9,3,5.75,5.42,5.92,0,"C",""
"1524","155-9",155,9,"C1",0.239838235,"155-9-C1","was",5.46,3,NA,NA,5.75,5.42,5.92,0,"C",""
"1525","155-9",155,9,"C2",0.356587275,"155-9-C2","angry",3.4784,5,NA,NA,5.75,5.42,5.92,0,"C",""
"1526","161-1",161,1,"sil_#",0.576304756,"161-1-sil_#"," ",0,1,NA,NA,7,6.5,6.25,1.1,"C",""
"1527","161-1",161,1,"D1",0.087061756,"161-1-D1","the",6.1766,3,2,1,7,6.5,6.25,1.1,"C",""
"1528","161-1",161,1,"N1",0.359848825,"161-1-N1","envelope",2.711,8,7,3,7,6.5,6.25,1.1,"C",""
"1529","161-1",161,1,"P1",0.188967683,"161-1-P1","for",5.5461,3,3,1,7,6.5,6.25,1.1,"C",""
"1530","161-1",161,1,"D2",0.126109767,"161-1-D2","the",6.1766,3,2,1,7,6.5,6.25,1.1,"C",""
"1531","161-1",161,1,"A1",0.39428853,"161-1-A1","formal",2.6284,6,5,2,7,6.5,6.25,1.1,"C",""
"1532","161-1",161,1,"N2",0.503499974,"161-1-N2","letter",3.6247,6,5,2,7,6.5,6.25,1.1,"C",""
"1533","161-1",161,1,"sil_N2C1",0.179142932,"161-1-sil_N2C1"," ",0,1,NA,NA,7,6.5,6.25,1.1,"C",""
"1534","161-1",161,1,"C1",0.138328431,"161-1-C1","was",5.46,3,NA,NA,7,6.5,6.25,1.1,"C",""
"1535","161-1",161,1,"C2",0.158683995,"161-1-C2","made",4.4568,4,NA,NA,7,6.5,6.25,1.1,"C",""
"1536","161-1",161,1,"C3",0.096255903,"161-1-C3","of",5.7712,2,NA,NA,7,6.5,6.25,1.1,"C",""
"1537","161-1",161,1,"C4",0.313775417,"161-1-C4","gold",3.605,4,NA,NA,7,6.5,6.25,1.1,"C",""
"1538","161-10",161,10,"sil_#",0.561019298,"161-10-sil_#"," ",0,1,NA,NA,6.42,4.67,5.83,1.05,"C",""
"1539","161-10",161,10,"D1",0.089193292,"161-10-D1","the",6.1766,3,2,1,6.42,4.67,5.83,1.05,"C",""
"1540","161-10",161,10,"N1",0.276159955,"161-10-N1","vase",2.2945,4,3,1,6.42,4.67,5.83,1.05,"C",""
"1541","161-10",161,10,"P1",0.158613839,"161-10-P1","near",3.6273,4,3,1,6.42,4.67,5.83,1.05,"C",""
"1542","161-10",161,10,"D2",0.069725211,"161-10-D2","the",6.1766,3,2,1,6.42,4.67,5.83,1.05,"C",""
"1543","161-10",161,10,"A1",0.392853615,"161-10-A1","vibrant",1.7243,7,7,2,6.42,4.67,5.83,1.05,"C",""
"1544","161-10",161,10,"N2",0.678812082,"161-10-N2","flowers",3.3852,7,6,2,6.42,4.67,5.83,1.05,"C",""
"1545","161-10",161,10,"sil_N2C1",0.053552744,"161-10-sil_N2C1"," ",0,1,NA,NA,6.42,4.67,5.83,1.05,"C",""
"1546","161-10",161,10,"C1",0.16793714,"161-10-C1","was",5.46,3,NA,NA,6.42,4.67,5.83,1.05,"C",""
"1547","161-10",161,10,"sil_C1C2",0.114822124,"161-10-sil_C1C2"," ",0,1,NA,NA,6.42,4.67,5.83,1.05,"C",""
"1548","161-10",161,10,"C2",0.430880932,"161-10-C2","blue",3.7179,4,NA,NA,6.42,4.67,5.83,1.05,"C",""
"1549","161-11",161,11,"sil_#",0.604579158,"161-11-sil_#"," ",0,1,NA,NA,5.5,4.17,3.83,0,"E",""
"1550","161-11",161,11,"D1",0.04606385,"161-11-D1","the",6.1766,3,2,1,5.5,4.17,3.83,0,"E",""
"1551","161-11",161,11,"N1",0.373165941,"161-11-N1","banana",2.7388,6,6,3,5.5,4.17,3.83,0,"E",""
"1552","161-11",161,11,"P1",0.134901273,"161-11-P1","near",3.6273,4,3,1,5.5,4.17,3.83,0,"E",""
"1553","161-11",161,11,"D2",0.120548465,"161-11-D2","the",6.1766,3,2,1,5.5,4.17,3.83,0,"E",""
"1554","161-11",161,11,"A1",0.385807132,"161-11-A1","popular",3.0711,7,8,3,5.5,4.17,3.83,0,"E",""
"1555","161-11",161,11,"N2",0.6891202,"161-11-N2","sundaes",1.4472,7,6,2,5.5,4.17,3.83,0,"E",""
"1556","161-11",161,11,"sil_N2C1",0.084959489,"161-11-sil_N2C1"," ",0,1,NA,NA,5.5,4.17,3.83,0,"E",""
