Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,RANK,RANKlog
priestess,63,34,52,29,1.24,1.8062,0.41,1.5441,15619,4.193653225
priestesses,12,7,9,6,0.24,1.1139,0.08,0.9031,33667,4.527204419
priesthood,39,29,39,29,0.76,1.6021,0.35,1.4771,20083,4.302828588
Priestly,25,4,4,3,0.49,1.4150,0.05,0.6990,24957,4.397192379
priests,247,144,220,135,4.84,2.3945,1.72,2.1614,7031,3.847017098
prig,20,10,16,10,0.39,1.3222,0.12,1.0414,27545,4.440042777
priggish,5,5,5,5,0.10,0.7782,0.06,0.7782,44005,4.643502025
prigs,2,2,1,1,0.04,0.4771,0.02,0.4771,57131,4.756871826
Prill,2,1,0,0,0.04,0.4771,0.01,0.3010,59899,4.777419572
prim,19,18,17,16,0.37,1.3010,0.21,1.2788,27770,4.44357588
prima,93,62,54,48,1.82,1.9731,0.74,1.7993,12532,4.098020386
primal,58,53,51,48,1.14,1.7709,0.63,1.7324,16212,4.209836595
primaries,19,14,16,12,0.37,1.3010,0.17,1.1761,28024,4.447530124
primarily,105,96,92,84,2.06,2.0253,1.14,1.9868,11676,4.067294086
primary,444,324,401,301,8.71,2.6484,3.86,2.5119,4798,3.681060244
primate,35,27,29,23,0.69,1.5563,0.32,1.4472,21174,4.325802909
primates,33,29,29,25,0.65,1.5315,0.35,1.4771,21676,4.335979142
primatologist,2,2,2,2,0.04,0.4771,0.02,0.4771,57132,4.756879428
Primavera,8,6,3,3,0.16,0.9542,0.07,0.8451,38796,4.588786951
prime,933,546,586,436,18.29,2.9703,6.51,2.7380,2842,3.453624074
primed,38,36,36,36,0.75,1.5911,0.43,1.5682,20200,4.305351369
primer,30,26,29,25,0.59,1.4914,0.31,1.4314,22708,4.356178886
Primero,2,1,0,0,0.04,0.4771,0.01,0.3010,59900,4.777426822
primers,2,2,2,2,0.04,0.4771,0.02,0.4771,57133,4.756887029
primes,8,5,7,4,0.16,0.9542,0.06,0.7782,38977,4.590808409
primeval,15,15,14,14,0.29,1.2041,0.18,1.2041,30338,4.481986947
priming,12,10,12,10,0.24,1.1139,0.12,1.0414,33377,4.523447299
primitive,263,211,244,199,5.16,2.4216,2.52,2.3263,6730,3.828015064
primitively,2,2,2,2,0.04,0.4771,0.02,0.4771,57134,4.75689463
primitives,3,3,3,3,0.06,0.6021,0.04,0.6021,51042,4.707927683
Primo,84,52,32,31,1.65,1.9294,0.62,1.7243,13283,4.123296173
primordial,29,26,28,26,0.57,1.4771,0.31,1.4314,23053,4.36272745
Primordium,2,1,0,0,0.04,0.4771,0.01,0.3010,59901,4.777434073
primos,2,2,1,1,0.04,0.4771,0.02,0.4771,57135,4.756902232
primp,6,3,6,3,0.12,0.8451,0.04,0.6021,42882,4.632275032
primped,2,2,1,1,0.04,0.4771,0.02,0.4771,57136,4.756909833
primping,22,18,20,17,0.43,1.3617,0.21,1.2788,26217,4.418582994
primrose,20,16,11,10,0.39,1.3222,0.19,1.2304,27383,4.437481026
primroses,3,3,3,3,0.06,0.6021,0.04,0.6021,51043,4.707936192
primus,4,3,2,1,0.08,0.6990,0.04,0.6021,48120,4.682325619
Prin,4,2,1,1,0.08,0.6990,0.02,0.4771,48619,4.686806022
Prince,2299,689,979,396,45.08,3.3617,8.21,2.8388,1426,3.154119526
princeling,4,4,4,4,0.08,0.6990,0.05,0.6990,46982,4.671931501
princely,6,6,5,5,0.12,0.8451,0.07,0.8451,41658,4.619698416
princes,105,63,83,58,2.06,2.0253,0.75,1.8062,11724,4.06907581
princess,2019,676,1093,488,39.59,3.3054,8.06,2.8306,1563,3.193958978
princesses,66,38,61,33,1.29,1.8261,0.45,1.5911,15223,4.182500247
Princeton,244,123,1,1,4.78,2.3892,1.47,2.0934,7077,3.849849196
principal,701,366,470,320,13.75,2.8463,4.36,2.5647,3479,3.541454429
principally,11,11,10,10,0.22,1.0792,0.13,1.0792,34061,4.532257394
principals,41,31,37,29,0.80,1.6232,0.37,1.5051,19580,4.291812687
principle,395,316,383,309,7.75,2.5977,3.77,2.5011,5179,3.714245911
principled,9,9,8,8,0.18,1.0000,0.11,1.0000,36590,4.563362409
principles,306,238,287,231,6.00,2.4871,2.84,2.3784,6102,3.785472203
Pringle,17,8,0,0,0.33,1.2553,0.10,0.9542,29423,4.468686952
print,1018,635,922,590,19.96,3.0082,7.57,2.8035,2649,3.423081958
printed,306,267,298,260,6.00,2.4871,3.18,2.4281,6097,3.785116195
printer,107,73,104,71,2.10,2.0334,0.87,1.8692,11574,4.063483478
printers,29,26,29,26,0.57,1.4771,0.31,1.4314,23054,4.362746289
printing,182,131,174,125,3.57,2.2625,1.56,2.1206,8456,3.927164974
Printings,3,2,1,1,0.06,0.6021,0.02,0.4771,52708,4.721876537
printout,35,35,35,35,0.69,1.5563,0.42,1.5563,21007,4.322364035
printouts,11,11,11,11,0.22,1.0792,0.13,1.0792,34062,4.532270145
prints,868,458,836,453,17.02,2.9390,5.46,2.6618,2981,3.474361976
Prio,7,1,0,0,0.14,0.9031,0.01,0.3010,40993,4.612709703
prior,422,336,379,312,8.27,2.6263,4.01,2.5276,4944,3.694078462
priori,2,2,2,2,0.04,0.4771,0.02,0.4771,57137,4.756917434
priorities,166,138,154,132,3.25,2.2227,1.65,2.1430,8900,3.949390007
prioritise,2,2,2,2,0.04,0.4771,0.02,0.4771,57138,4.756925035
prioritize,38,34,33,30,0.75,1.5911,0.41,1.5441,20239,4.30618905
prioritized,6,6,6,6,0.12,0.8451,0.07,0.8451,41659,4.619708841
prioritizes,4,4,4,4,0.08,0.6990,0.05,0.6990,46983,4.671940744
prioritizing,5,5,4,4,0.10,0.7782,0.06,0.7782,44006,4.643511894
priority,519,419,481,395,10.18,2.7160,5.00,2.6232,4337,3.637189422
priors,73,61,69,59,1.43,1.8692,0.73,1.7924,14338,4.156488576
Prism,41,11,11,7,0.80,1.6232,0.13,1.0792,19663,4.293649779
prismatic,2,2,2,2,0.04,0.4771,0.02,0.4771,57139,4.756932635
prisms,3,2,3,2,0.06,0.6021,0.02,0.4771,52709,4.721884777
prison,3368,1527,3071,1474,66.04,3.5275,18.20,3.1841,1071,3.029789471
prisoner,1180,631,1095,608,23.14,3.0722,7.52,2.8007,2381,3.376759395
prisoners,821,419,769,406,16.10,2.9149,5.00,2.6232,3115,3.493458051
prisons,109,90,100,84,2.14,2.0414,1.07,1.9590,11412,4.057361763
priss,14,12,11,9,0.27,1.1761,0.14,1.1139,31468,4.497869141
prissy,46,31,30,24,0.90,1.6721,0.37,1.5051,18468,4.266419866
pristine,39,35,38,35,0.76,1.6021,0.42,1.5563,19989,4.300791068
Pritch,4,1,0,0,0.08,0.6990,0.01,0.3010,48886,4.689184503
prithee,11,7,6,5,0.22,1.0792,0.08,0.9031,34809,4.541691547
Prius,14,9,3,3,0.27,1.1761,0.11,1.0000,31717,4.501292102
Priv,3,2,1,1,0.06,0.6021,0.02,0.4771,52710,4.721893016
privacy,774,618,749,604,15.18,2.8893,7.37,2.7917,3254,3.512417549
private,3874,2257,3215,2108,75.96,3.5883,26.91,3.3537,952,2.978636948
privateer,4,2,3,2,0.08,0.6990,0.02,0.4771,48620,4.686814955
privately,198,176,175,157,3.88,2.2989,2.10,2.2480,8034,3.904931827
privates,50,44,45,39,0.98,1.7076,0.52,1.6532,17590,4.245265839
privation,5,5,5,5,0.10,0.7782,0.06,0.7782,44007,4.643521763
privatization,4,3,3,2,0.08,0.6990,0.04,0.6021,48121,4.682334644
privatize,3,3,3,3,0.06,0.6021,0.04,0.6021,51044,4.7079447
privatized,8,3,8,3,0.16,0.9542,0.04,0.6021,39142,4.592643013
privatizing,2,1,2,1,0.04,0.4771,0.01,0.3010,59902,4.777441323
privies,4,3,4,3,0.08,0.6990,0.04,0.6021,48122,4.682343669
privilege,542,442,537,440,10.63,2.7348,5.27,2.6464,4193,3.622524862
privileged,172,149,164,143,3.37,2.2380,1.78,2.1761,8731,3.941063988
privileges,177,145,166,141,3.47,2.2504,1.73,2.1644,8600,3.934498451
privy,76,63,70,60,1.49,1.8865,0.75,1.8062,14044,4.147490821
Prix,29,17,2,2,0.57,1.4771,0.20,1.2553,23259,4.366591039
prize,1142,735,977,634,22.39,3.0580,8.76,2.8669,2438,3.387033701
prized,35,35,35,35,0.69,1.5563,0.42,1.5563,21008,4.322384709
prizefight,2,2,2,2,0.04,0.4771,0.02,0.4771,57140,4.756940236
prizefighter,16,13,16,13,0.31,1.2304,0.15,1.1461,29953,4.476440326
prizefighters,2,2,2,2,0.04,0.4771,0.02,0.4771,57141,4.756947837
prizefighting,4,3,4,3,0.08,0.6990,0.04,0.6021,48123,4.682352694
prizes,143,114,135,108,2.80,2.1584,1.36,2.0607,9719,3.987621582
Prn,2,2,0,0,0.04,0.4771,0.02,0.4771,57142,4.756955437
pro,722,490,664,462,14.16,2.8591,5.84,2.6911,3399,3.531351165
proactive,31,26,29,25,0.61,1.5051,0.31,1.4314,22375,4.349763044
prob,13,13,13,13,0.25,1.1461,0.15,1.1461,32012,4.505312808
probabilistic,2,1,2,1,0.04,0.4771,0.01,0.3010,59903,4.777448573
probabilities,25,21,24,21,0.49,1.4150,0.25,1.3424,24744,4.393469907
probability,114,92,114,92,2.24,2.0607,1.10,1.9685,11114,4.045870392
probable,167,137,139,115,3.27,2.2253,1.63,2.1399,8862,3.947531746
probables,3,3,3,3,0.06,0.6021,0.04,0.6021,51045,4.707953208
probably,14323,5753,11791,5279,280.84,4.1561,68.59,3.7600,366,2.563481085
probate,26,19,22,17,0.51,1.4314,0.23,1.3010,24394,4.387283019
probated,3,3,3,3,0.06,0.6021,0.04,0.6021,51046,4.707961716
probation,299,180,284,172,5.86,2.4771,2.15,2.2577,6205,3.792741786
probationary,9,8,8,8,0.18,1.0000,0.10,0.9542,36974,4.567896437
probative,19,17,19,17,0.37,1.3010,0.20,1.2553,27859,4.444965523
probe,225,134,209,127,4.41,2.3541,1.60,2.1303,7439,3.871514559
probed,23,22,23,22,0.45,1.3802,0.26,1.3617,25545,4.407305907
probes,35,27,35,27,0.69,1.5563,0.32,1.4472,21175,4.325823419
probing,40,37,35,33,0.78,1.6128,0.44,1.5798,19719,4.294884887
probity,3,3,3,3,0.06,0.6021,0.04,0.6021,51047,4.707970224
problem,16833,5872,16547,5840,330.06,4.2262,70.00,3.7689,322,2.507855872
problematic,48,42,45,41,0.94,1.6902,0.50,1.6335,17975,4.254668899
problems,3931,2427,3857,2395,77.08,3.5946,28.93,3.3852,939,2.972665592
proboscis,14,11,12,10,0.27,1.1761,0.13,1.0792,31592,4.499577121
procaine,3,3,2,2,0.06,0.6021,0.04,0.6021,51048,4.707978732
procedural,27,25,26,24,0.53,1.4472,0.30,1.4150,23807,4.376704672
procedure,823,581,809,573,16.14,2.9159,6.93,2.7649,3106,3.492201451
procedures,260,199,253,196,5.10,2.4166,2.37,2.3010,6793,3.832061615
proceed,1066,722,765,582,20.90,3.0282,8.61,2.8591,2570,3.409933123
proceeded,64,61,64,61,1.25,1.8129,0.73,1.7924,15396,4.187407902
proceeding,156,140,135,123,3.06,2.1959,1.67,2.1492,9228,3.965107586
proceedings,146,121,137,116,2.86,2.1673,1.44,2.0864,9602,3.982361702
proceeds,86,80,84,78,1.69,1.9395,0.95,1.9085,13020,4.114610984
process,1427,1037,1384,1018,27.98,3.1547,12.36,3.0162,2037,3.308991029
processed,128,109,124,108,2.51,2.1106,1.30,2.0414,10380,4.016197354
processes,55,52,54,51,1.08,1.7482,0.62,1.7243,16703,4.222794481
processing,193,154,168,136,3.78,2.2878,1.84,2.1903,8171,3.91227521
procession,65,43,53,42,1.27,1.8195,0.51,1.6435,15336,4.1857121
processional,4,4,4,4,0.08,0.6990,0.05,0.6990,46984,4.671949988
processions,3,3,3,3,0.06,0.6021,0.04,0.6021,51049,4.707987239
processor,46,36,45,35,0.90,1.6721,0.43,1.5682,18435,4.265643142
processors,15,14,14,13,0.29,1.2041,0.17,1.1761,30497,4.48425712
proclaim,47,42,46,41,0.92,1.6812,0.50,1.6335,18149,4.258852701
proclaimed,34,32,34,32,0.67,1.5441,0.38,1.5185,21327,4.328929769
proclaimers,3,3,2,2,0.06,0.6021,0.04,0.6021,51050,4.707995746
proclaiming,8,8,8,8,0.16,0.9542,0.10,0.9542,38088,4.580788168
proclaims,13,13,13,13,0.25,1.1461,0.15,1.1461,32013,4.505326375
proclamation,55,35,46,28,1.08,1.7482,0.42,1.5563,16815,4.225696872
proclamations,10,8,9,8,0.20,1.0414,0.10,0.9542,35844,4.554416469
proclivities,11,10,11,10,0.22,1.0792,0.12,1.0414,34361,4.536065795
proclivity,12,10,11,10,0.24,1.1139,0.12,1.0414,33378,4.52346031
procrastinate,13,10,11,10,0.25,1.1461,0.12,1.0414,32478,4.511589277
procrastinating,12,10,11,9,0.24,1.1139,0.12,1.0414,33379,4.523473322
procrastination,17,7,12,5,0.33,1.2553,0.08,0.9031,29445,4.469011559
procrastinator,2,2,2,2,0.04,0.4771,0.02,0.4771,57143,4.756963037
procreate,25,25,24,24,0.49,1.4150,0.30,1.4150,24544,4.389945342
procreating,5,5,5,5,0.10,0.7782,0.06,0.7782,44008,4.643531632
procreation,21,17,18,14,0.41,1.3424,0.20,1.2553,26773,4.427697038
procreative,3,3,3,3,0.06,0.6021,0.04,0.6021,51051,4.708004254
proctologist,28,26,27,25,0.55,1.4624,0.31,1.4314,23405,4.369308645
proctologists,4,4,2,2,0.08,0.6990,0.05,0.6990,46985,4.671959231
proctology,7,7,6,6,0.14,0.9031,0.08,0.9031,39767,4.599522829
Proctor,28,10,3,2,0.55,1.4624,0.12,1.0414,23688,4.374528394
proctoring,2,2,2,2,0.04,0.4771,0.02,0.4771,57144,4.756970637
procurator,3,3,2,2,0.06,0.6021,0.04,0.6021,51052,4.708012761
procure,24,24,24,24,0.47,1.3979,0.29,1.3979,24995,4.397853141
procured,17,16,17,16,0.33,1.2553,0.19,1.2304,29030,4.462847036
procurement,13,12,8,8,0.25,1.1461,0.14,1.1139,32223,4.508165971
procurers,3,1,3,1,0.06,0.6021,0.01,0.3010,53366,4.727264652
procuring,6,6,6,6,0.12,0.8451,0.07,0.8451,41660,4.619719266
prod,35,29,33,27,0.69,1.5563,0.35,1.4771,21142,4.325146068
prodded,16,16,16,16,0.31,1.2304,0.19,1.2304,29596,4.471233019
prodding,18,17,17,16,0.35,1.2788,0.20,1.2553,28365,4.452782788
prodigal,57,51,50,46,1.12,1.7634,0.61,1.7160,16390,4.214578954
prodigies,7,6,6,6,0.14,0.9031,0.07,0.8451,40267,4.604949275
prodigious,23,20,19,18,0.45,1.3802,0.24,1.3222,25665,4.409341269
prodigy,67,43,55,41,1.31,1.8325,0.51,1.6435,15075,4.178257321
prods,14,11,11,9,0.27,1.1761,0.13,1.0792,31593,4.499590867
produce,564,438,539,422,11.06,2.7520,5.22,2.6425,4081,3.610766595
produced,268,220,240,197,5.25,2.4298,2.62,2.3444,6656,3.823213313
producer,636,351,548,313,12.47,2.8041,4.18,2.5465,3732,3.571941635
producers,164,121,129,104,3.22,2.2175,1.44,2.0864,8972,3.952889265
produces,134,108,131,105,2.63,2.1303,1.29,2.0374,10104,4.004493338
producing,142,120,139,118,2.78,2.1553,1.43,2.0828,9755,3.989227274
product,752,449,727,443,14.75,2.8768,5.35,2.6532,3312,3.520090328
production,645,403,567,360,12.65,2.8102,4.80,2.6064,3695,3.567614443
Productions,69,48,31,24,1.35,1.8451,0.57,1.6902,14811,4.170584382
productive,123,108,121,107,2.41,2.0934,1.29,2.0374,10646,4.027186462
productively,6,6,6,6,0.12,0.8451,0.07,0.8451,41661,4.61972969
productivity,29,29,28,28,0.57,1.4771,0.35,1.4771,22933,4.360460871
products,312,243,291,232,6.12,2.4955,2.90,2.3874,6039,3.78096503
Prof,151,55,16,13,2.96,2.1818,0.66,1.7482,9436,3.974787932
profanation,2,2,2,2,0.04,0.4771,0.02,0.4771,57145,4.756978237
profane,28,26,26,24,0.55,1.4624,0.31,1.4314,23406,4.369327201
profaned,6,6,6,6,0.12,0.8451,0.07,0.8451,41662,4.619740115
profaner,2,2,2,2,0.04,0.4771,0.02,0.4771,57146,4.756985837
profanities,2,2,2,2,0.04,0.4771,0.02,0.4771,57147,4.756993437
profanity,37,34,36,33,0.73,1.5798,0.41,1.5441,20495,4.311647923
profess,18,18,18,18,0.35,1.2788,0.21,1.2788,28259,4.451156789
professed,7,7,7,7,0.14,0.9031,0.08,0.9031,39768,4.59953375
professes,2,2,2,2,0.04,0.4771,0.02,0.4771,57148,4.757001036
professing,3,3,3,3,0.06,0.6021,0.04,0.6021,51053,4.708021267
profession,461,380,452,374,9.04,2.6646,4.53,2.5809,4686,3.670802284
professional,1646,1173,1530,1130,32.27,3.2167,13.98,3.0697,1839,3.264581729
professionalism,34,32,33,31,0.67,1.5441,0.38,1.5185,21328,4.328950132
professionally,123,115,107,102,2.41,2.0934,1.37,2.0645,10639,4.026900809
professionals,231,208,209,195,4.53,2.3655,2.48,2.3201,7303,3.863501301
professions,19,18,18,17,0.37,1.3010,0.21,1.2788,27771,4.443591518
Professor,3548,813,1044,519,69.57,3.5501,9.69,2.9106,1029,3.012415375
professorial,5,5,5,5,0.10,0.7782,0.06,0.7782,44009,4.6435415
professors,99,81,95,78,1.94,2.0000,0.97,1.9138,12070,4.08170727
professorship,5,5,5,5,0.10,0.7782,0.06,0.7782,44010,4.643551369
proffer,4,4,4,4,0.08,0.6990,0.05,0.6990,46986,4.671968474
proffered,11,11,11,11,0.22,1.0792,0.13,1.0792,34063,4.532282895
proficiency,21,16,20,16,0.41,1.3424,0.19,1.2304,26820,4.428458774
proficient,29,26,26,24,0.57,1.4771,0.31,1.4314,23055,4.362765127
proficiently,3,2,2,2,0.06,0.6021,0.02,0.4771,52711,4.721901255
profile,657,463,636,457,12.88,2.8182,5.52,2.6665,3638,3.560862695
profiled,13,13,13,13,0.25,1.1461,0.15,1.1461,32014,4.505339941
profiler,50,27,48,25,0.98,1.7076,0.32,1.4472,17675,4.247359422
profilers,12,8,10,8,0.24,1.1139,0.10,0.9542,33607,4.526429746
profiles,50,44,39,37,0.98,1.7076,0.52,1.6532,17591,4.245290529
profiling,61,45,55,43,1.20,1.7924,0.54,1.6628,15839,4.199727759
profit,559,430,530,419,10.96,2.7482,5.13,2.6345,4104,3.613207352
profitability,9,9,7,7,0.18,1.0000,0.11,1.0000,36591,4.563374279
profitable,125,114,123,113,2.45,2.1004,1.36,2.0607,10542,4.022923012
profitably,5,5,5,5,0.10,0.7782,0.06,0.7782,44011,4.643561237
profited,17,16,17,16,0.33,1.2553,0.19,1.2304,29031,4.462861996
profiteer,4,3,4,3,0.08,0.6990,0.04,0.6021,48124,4.682361718
profiteering,7,7,7,7,0.14,0.9031,0.08,0.9031,39769,4.599544671
profiteers,7,7,7,7,0.14,0.9031,0.08,0.9031,39770,4.599555591
profiteroles,4,4,4,4,0.08,0.6990,0.05,0.6990,46987,4.671977717
profiting,18,18,18,18,0.35,1.2788,0.21,1.2788,28260,4.451172158
profits,282,199,274,192,5.53,2.4518,2.37,2.3010,6450,3.809559715
profligate,4,4,4,4,0.08,0.6990,0.05,0.6990,46988,4.67198696
profound,213,190,205,183,4.18,2.3304,2.27,2.2810,7682,3.885474303
profoundest,3,3,3,3,0.06,0.6021,0.04,0.6021,51054,4.708029774
profoundly,63,54,59,51,1.24,1.8062,0.64,1.7404,15566,4.192177026
profs,2,2,2,2,0.04,0.4771,0.02,0.4771,57149,4.757008635
profundity,4,4,3,3,0.08,0.6990,0.05,0.6990,46989,4.671996203
profuse,2,2,1,1,0.04,0.4771,0.02,0.4771,57150,4.757016235
profusely,16,16,16,16,0.31,1.2304,0.19,1.2304,29597,4.471247692
profusion,5,5,5,5,0.10,0.7782,0.06,0.7782,44012,4.643571104
prog,2,2,2,2,0.04,0.4771,0.02,0.4771,57151,4.757023834
progenitor,10,5,7,4,0.20,1.0414,0.06,0.7782,36111,4.557639515
progenitors,2,2,2,2,0.04,0.4771,0.02,0.4771,57152,4.757031433
progeny,18,15,17,14,0.35,1.2788,0.18,1.2041,28554,4.455666955
Progeria,5,2,2,2,0.10,0.7782,0.02,0.4771,45539,4.65838349
progesterone,4,4,3,3,0.08,0.6990,0.05,0.6990,46990,4.672005445
prognosis,54,48,49,46,1.06,1.7404,0.57,1.6902,16912,4.22819497
prognostication,4,3,4,3,0.08,0.6990,0.04,0.6021,48125,4.682370743
prognosticator,2,1,2,1,0.04,0.4771,0.01,0.3010,59904,4.777455823
prognosticators,4,3,4,3,0.08,0.6990,0.04,0.6021,48126,4.682379767
program,2174,1178,2041,1138,42.63,3.3375,14.04,3.0715,1487,3.172310969
programing,2,2,1,1,0.04,0.4771,0.02,0.4771,57153,4.757039032
programmable,2,2,1,1,0.04,0.4771,0.02,0.4771,57154,4.75704663
programme,235,137,224,135,4.61,2.3729,1.63,2.1399,7239,3.859678577
programmed,243,168,236,164,4.76,2.3874,2.00,2.2279,7097,3.851074805
programmer,56,34,54,34,1.10,1.7559,0.41,1.5441,16635,4.221022805
programmers,14,11,13,10,0.27,1.1761,0.13,1.0792,31594,4.499604614
programmes,25,20,24,19,0.49,1.4150,0.24,1.3222,24778,4.394066249
programming,160,111,153,109,3.14,2.2068,1.32,2.0492,9113,3.95966137
programs,284,214,278,211,5.57,2.4548,2.55,2.3324,6415,3.807196661
progress,1084,834,1021,803,21.25,3.0354,9.94,2.9217,2534,3.403806611
progressed,43,41,43,41,0.84,1.6435,0.49,1.6232,18974,4.278158896
progresses,14,13,14,13,0.27,1.1761,0.15,1.1461,31314,4.495738547
progressing,41,39,41,39,0.80,1.6232,0.46,1.6021,19470,4.289365952
progression,39,35,38,34,0.76,1.6021,0.42,1.5563,19990,4.300812794
progressionist,2,1,2,1,0.04,0.4771,0.01,0.3010,59905,4.777463073
progressive,95,86,86,80,1.86,1.9823,1.03,1.9395,12337,4.091209565
progressively,20,18,20,18,0.39,1.3222,0.21,1.2788,27236,4.435143326
prohibit,24,23,22,21,0.47,1.3979,0.27,1.3802,25046,4.398738376
prohibited,67,60,67,60,1.31,1.8325,0.72,1.7853,15006,4.176264942
prohibiting,8,6,8,6,0.16,0.9542,0.07,0.8451,38797,4.588798145
Prohibition,61,38,17,14,1.20,1.7924,0.45,1.5911,15860,4.200303183
prohibitive,8,8,8,8,0.16,0.9542,0.10,0.9542,38089,4.580799571
prohibitively,2,2,2,2,0.04,0.4771,0.02,0.4771,57155,4.757054229
prohibits,23,22,23,22,0.45,1.3802,0.26,1.3617,25546,4.407322908
prohibitum,3,1,3,1,0.06,0.6021,0.01,0.3010,53367,4.72727279
project,1907,983,1663,901,37.39,3.2806,11.72,2.9930,1630,3.212187604
projected,64,58,60,55,1.25,1.8129,0.69,1.7709,15419,4.188056208
projectile,43,38,42,37,0.84,1.6435,0.45,1.5911,19027,4.279370318
projectiles,7,7,6,6,0.14,0.9031,0.08,0.9031,39771,4.599566511
projecting,62,44,58,43,1.22,1.7993,0.52,1.6532,15726,4.196618271
projection,107,78,98,73,2.10,2.0334,0.93,1.8976,11565,4.063145637
projectionist,16,11,14,9,0.31,1.2304,0.13,1.0792,30073,4.478176754
projections,56,44,52,41,1.10,1.7559,0.52,1.6532,16595,4.219977257
projector,62,44,52,38,1.22,1.7993,0.52,1.6532,15727,4.196645887
projectors,11,7,11,7,0.22,1.0792,0.08,0.9031,34810,4.541704023
projects,285,208,234,190,5.59,2.4564,2.48,2.3201,6399,3.80611211
prolapsed,4,3,2,2,0.08,0.6990,0.04,0.6021,48127,4.682388791
Prole,2,1,0,0,0.04,0.4771,0.01,0.3010,59906,4.777470322
proles,3,3,3,3,0.06,0.6021,0.04,0.6021,51055,4.708038281
proletarian,8,8,7,7,0.16,0.9542,0.10,0.9542,38090,4.580810973
proletariat,13,8,13,8,0.25,1.1461,0.10,0.9542,32616,4.513430698
proliferation,12,11,12,11,0.24,1.1139,0.13,1.0792,33181,4.520889471
prolific,18,18,17,17,0.35,1.2788,0.21,1.2788,28261,4.451187525
prologue,20,16,17,13,0.39,1.3222,0.19,1.2304,27384,4.437496886
prolong,51,47,48,45,1.00,1.7160,0.56,1.6812,17410,4.240798771
prolongations,4,1,3,1,0.08,0.6990,0.01,0.3010,48887,4.689193387
prolonged,55,52,51,48,1.08,1.7482,0.62,1.7243,16704,4.222820481
prolonging,24,24,23,23,0.47,1.3979,0.29,1.3979,24996,4.397870516
prolongs,7,6,7,6,0.14,0.9031,0.07,0.8451,40268,4.60496006
prom,906,321,857,309,17.76,2.9576,3.83,2.5079,2901,3.462547729
promazine,9,2,8,2,0.18,1.0000,0.02,0.4771,37619,4.575407247
promenade,45,34,26,23,0.88,1.6628,0.41,1.5441,18654,4.270771972
promenading,2,2,2,2,0.04,0.4771,0.02,0.4771,57156,4.757061828
Promethean,4,3,0,0,0.08,0.6990,0.04,0.6021,48128,4.682397815
Prometheus,17,12,0,0,0.33,1.2553,0.14,1.1139,29324,4.467223211
promethium,2,2,2,2,0.04,0.4771,0.02,0.4771,57157,4.757069426
prominence,16,13,12,12,0.31,1.2304,0.15,1.1461,29954,4.476454825
prominent,130,116,126,114,2.55,2.1173,1.38,2.0682,10280,4.011993115
prominently,11,11,11,11,0.22,1.0792,0.13,1.0792,34064,4.532295644
promiscuity,30,25,25,22,0.59,1.4914,0.30,1.4150,22743,4.356847751
promiscuous,52,40,49,38,1.02,1.7243,0.48,1.6128,17301,4.238071206
promise,7809,3874,6857,3687,153.12,3.8927,46.19,3.5883,578,2.761927838
promised,3169,2160,3105,2139,62.14,3.5011,25.75,3.3347,1121,3.049605613
promises,580,465,548,450,11.37,2.7642,5.54,2.6684,4001,3.602168551
promising,336,298,311,285,6.59,2.5276,3.55,2.4757,5767,3.760949951
promiss,3,3,3,3,0.06,0.6021,0.04,0.6021,51056,4.708046787
promissory,9,7,9,7,0.18,1.0000,0.08,0.9031,37232,4.570916366
promo,36,22,30,19,0.71,1.5682,0.26,1.3617,20946,4.321101099
promontory,2,2,1,1,0.04,0.4771,0.02,0.4771,57158,4.757077024
promos,16,12,15,11,0.31,1.2304,0.14,1.1139,30022,4.477439621
promotable,3,3,3,3,0.06,0.6021,0.04,0.6021,51057,4.708055293
promote,225,190,220,187,4.41,2.3541,2.27,2.2810,7426,3.870754945
promoted,286,232,283,231,5.61,2.4579,2.77,2.3674,6384,3.805092878
promoter,51,41,51,41,1.00,1.7160,0.49,1.6232,17464,4.242143723
promoters,22,12,22,12,0.43,1.3617,0.14,1.1139,26362,4.420978356
promotes,23,22,22,21,0.45,1.3802,0.26,1.3617,25547,4.407339908
promoting,92,86,86,80,1.80,1.9685,1.03,1.9395,12563,4.09909336
promotion,557,391,535,382,10.92,2.7466,4.66,2.5933,4118,3.614686342
promotional,39,38,37,36,0.76,1.6021,0.45,1.5911,19929,4.299485507
promotions,56,41,44,33,1.10,1.7559,0.49,1.6232,16611,4.220395778
prompt,59,57,55,53,1.16,1.7782,0.68,1.7634,16060,4.205745541
prompted,46,46,45,45,0.90,1.6721,0.55,1.6721,18309,4.262664625
prompter,8,6,8,6,0.16,0.9542,0.07,0.8451,38798,4.588809339
prompting,16,16,16,16,0.31,1.2304,0.19,1.2304,29598,4.471262366
promptly,104,98,102,96,2.04,2.0212,1.17,1.9956,11736,4.069520101
promptness,6,6,6,6,0.12,0.8451,0.07,0.8451,41663,4.619750539
prompts,14,13,14,13,0.27,1.1761,0.15,1.1461,31315,4.495752416
proms,15,14,12,11,0.29,1.2041,0.17,1.1761,30498,4.48427136
promulgate,3,3,3,3,0.06,0.6021,0.04,0.6021,51058,4.708063799
promulgated,2,2,2,2,0.04,0.4771,0.02,0.4771,57159,4.757084622
